,name,state,year,count,committee,full_name,unique_committees_count
1323,mceachin,Virginia,2017,63,"['Committee On Armed Services', 'Committee On Armed Services', 'Committee On Readiness', 'Committee On Seapower And Projection Forces']",A. Donald Mceachin,4
1324,mceachin,Virginia,2019,111,"['Committee On Energy And Commerce', 'Committee On The Climate Crisis', 'Committee On Natural Resources']",A. Donald Mceachin,3
1325,mceachin,Virginia,2021,46,"['Committee On Energy And Commerce', 'Committee On The Climate Crisis', 'Committee On The Climate Crisis']",A. Donald Mceachin,3
1326,mcgovern,Massachusetts,2013,23,['Committee On Agriculture'],James P. Mcgovern,1
1327,mcgovern,Massachusetts,2015,64,"['Committee On Agriculture', 'Committee On Rules']",James P. Mcgovern,2
1328,mcgovern,Massachusetts,2017,14,['Committee On Agriculture'],James P. Mcgovern,1
1329,mcgovern,Massachusetts,2019,42,"['Committee On Agriculture', 'Committee On Rules']",James P. Mcgovern,2
1330,mcgovern,Massachusetts,2021,48,"['Committee On Agriculture', 'Committee On Rules', 'Committee On Rules And Organization Of The House']",James P. Mcgovern,3
1331,mchenry,North Carolina,2013,261,"['Committee On Financial Services', 'Committee On Oversight And Government Reform']",Patrick T. Mchenry,2
1332,mchenry,North Carolina,2015,112,['Committee On Financial Services'],Patrick T. Mchenry,1
1333,mchenry,North Carolina,2017,120,"['Committee On Financial Services', 'Committee On Financial Services']",Patrick T. Mchenry,2
1334,mchenry,North Carolina,2019,105,['Committee On Financial Services'],Patrick Mchenry,1
1335,mchenry,North Carolina,2021,104,['Committee On Financial Services'],Patrick Mchenry,1
1336,mcintyre,North Carolina,2013,93,"['Committee On Agriculture', 'Committee On Armed Services', 'Committee On Seapower And Projection Forces', 'Committee On Tactical Air And Land Forces']",Mike Mcintyre,4
1337,mckeon,California,2013,126,"['Committee On Armed Services', 'Committee On Education And The Workforce', 'Committee On Higher Education And Workforce Training']",Howard P. ``Buck'' Mckeon,3
1338,mckinley,West Virginia,2013,186,['Committee On Energy And Commerce'],David B. Mckinley,1
1339,mckinley,West Virginia,2015,177,"['Committee On Energy And Commerce', 'Committee On Energy And Commerce']",David B. Mckinley,2
1340,mckinley,West Virginia,2017,175,['Committee On Energy And Commerce'],David B. Mckinley,1
1341,mckinley,West Virginia,2019,92,['Committee On Energy And Commerce'],David B. Mckinley,1
1342,mckinley,West Virginia,2021,31,['Committee On Energy And Commerce'],David B. Mckinley,1
1343,mcknerney,California,2015,2,"[""Committee On Veterans' Affairs""]",Jerry Mcknerney,1
1344,mcleod,California,2013,141,"['Committee On Agriculture', 'Committee On Disability Assistance And Memorial Affairs', 'Committee On Health', ""Committee On Veterans' Affairs""]",Gloria Negrete Mcleod,4
1345,mcnerney,California,2013,186,['Committee On Energy And Commerce'],Jerry Mcnerney,1
1346,mcnerney,California,2015,277,"['Committee On Economic Opportunity', 'Committee On Energy And Commerce', ""Committee On Veterans' Affairs""]",Jerry Mcnerney,3
1347,mcnerney,California,2017,252,"['Committee On Energy And Commerce', 'Committee On Science, Space, And Technology', ""Committee On Veterans' Affairs""]",Jerry Mcnerney,3
1348,mcnerney,California,2019,174,"['Committee On Energy And Commerce', 'Committee On Science, Space, And Technology']",Jerry Mcnerney,2
1349,mcnerney,California,2021,87,"['Committee On Energy And Commerce', 'Committee On Science, Space, And Technology']",Jerry Mcnerney,2
1350,mcsally,Arizona,2015,165,"['Committee On Armed Services', 'Committee On Border And Maritime Security', 'Committee On Emergency Preparedness, Response, And Communications', 'Committee On Homeland Security', 'Committee On Oversight And Investigations', 'Committee On Tactical Air And Land Forces']",Martha Mcsally,6
1351,mcsally,Arizona,2017,175,"['Committee On Armed Services', 'Committee On Armed Services', 'Committee On Border And Maritime Security', 'Committee On Emergency Preparedness, Response, And Communications', 'Committee On Homeland Security', 'Committee On Military Personnel', 'Committee On Readiness', 'Committee On Tactical Air And Land Forces']",Martha Mcsally,8
1352,me,North Carolina,2021,1,"['Committee On Science, Space, And Technology']",To South Carolina--Excuse Me,1
1353,meadows,North Carolina,2013,485,"['Committee On Foreign Affairs', 'Committee On Oversight And Government Reform', 'Committee On Transportation And Infrastructure']",Mark Meadows,3
1354,meadows,North Carolina,2015,465,"['Committee On Foreign Affairs', 'Committee On Oversight And Government Reform', 'Committee On Transportation And Infrastructure']",Mark Meadows,3
1355,meadows,North Carolina,2017,237,"['Committee On Foreign Affairs', 'Committee On Oversight & Government Reform', 'Committee On Oversight And Government Reform', 'Committee On Transportation And Infrastructure']",Mark Meadows,4
1356,meadows,North Carolina,2019,152,"['Committee On Oversight And Reform', 'Committee On Transportation And Infrastructure']",Mark Meadows,2
1357,mean,California,2019,1,"['Committee On Science, Space, And Technology']",Decision Being--That Was Made Here. I Mean,1
1358,meehan,Pennsylvania,2013,361,"['Committee On Counterterrorism And Intelligence', 'Committee On Cybersecurity, Infrastructure Protection, And Security', 'Committee On Homeland Security', 'Committee On Oversight And Government Reform', 'Committee On Transportation And Infrastructure']",Patrick Meehan,5
1359,meehan,Pennsylvania,2015,92,"['Committee On Emergency Preparedness, Response, And Communications', 'Committee On Homeland Security', 'Committee On Human Resources', 'Committee On Oversight', 'Committee On Trade', 'Committee On Ways And Means', 'Committee On Homeland Security']",Pat Meehan,7
1360,meehan,Pennsylvania,2017,48,"['Committee On Oversight', 'Committee On Tax Policy', 'Committee On Trade', 'Committee On Ways And Means', 'Committee On Ways And Means']",Pat Meehan,5
1361,meeks,New York,2013,341,"['Committee On Financial Services', 'Committee On Foreign Affairs']",Gregory W. Meeks,2
1362,meeks,New York,2015,362,"['Committee On Financial Services', 'Committee On Foreign Affairs']",Gregory W. Meeks,2
1363,meeks,New York,2017,296,"['Committee On Financial Services', 'Committee On Financial Services', 'Committee On Foreign Affairs']",Gregory W. Meeks,3
1364,meeks,New York,2019,221,"['Committee On Financial Services', 'Committee On Foreign Affairs']",Gregory W. Meeks,2
1365,meeks,New York,2021,158,"['Committee On Financial Services', 'Committee On Foreign Affairs']",Gregory W. Meeks,2
1366,meijer,Michigan,2021,202,"['Committee On Foreign Affairs', 'Committee On Homeland Security', 'Committee On Intelligence And Counterterrorism', 'Committee On Oversight, Management, And Accountability', 'Committee On Science, Space, And Technology']",Peter Meijer,5
1367,meng,New York,2013,323,"['Committee On Foreign Affairs', 'Committee On Small Business']",Grace Meng,2
1368,meng,New York,2015,312,"['Committee On Foreign Affairs', 'Committee On Small Business']",Grace Meng,2
1369,messer,Indiana,2013,327,"['Committee On Education And The Workforce', 'Committee On Financial Services', 'Committee On Foreign Affairs', 'Committee On Health, Employment, Labor, And Pensions', 'Committee On Higher Education And Workforce Training', 'Committee On The Budget', 'Committee On Foreign Affairs', 'Committee On Foreign Affairs']",Luke Messer,8
1370,messer,Indiana,2015,178,"['Committee On Education And The Workforce', 'Committee On Financial Services', 'Committee On Health, Employment, Labor, And Pensions', 'Committee On Higher Education And Workforce Training']",Luke Messer,4
1371,messer,Indiana,2017,169,"['Committee On Early Childhood, Elementary, And Secondary Education', 'Committee On Education And The Workforce', 'Committee On Financial Services', 'Committee On Financial Services', 'Committee On Higher Education And Workforce Development']",Luke Messer,5
1372,meuser,Pennsylvania,2019,190,"['Committee On Economic Opportunity', 'Committee On Education And Labor', 'Committee On Health', 'Committee On Health, Employment, Labor, And Pensions', 'Committee On Higher Education And Workforce Investment', 'Committee On The Budget', ""Committee On Veterans' Affairs""]",Daniel Meuser,7
1373,meuser,Pennsylvania,2021,122,"['Committee On Foreign Affairs', 'Committee On Small Business', 'Committee On Small Business', 'Committee On Foreign Affairs']",Dan Meuser,4
1374,mfume,Maryland,2019,50,"['Committee On Oversight And Reform', 'Committee On Small Business']",Kweisi Mfume,2
1375,mfume,Maryland,2021,205,"['Committee On Civil Rights And Human Services', 'Committee On Education And Labor', 'Committee On Oversight And Reform', 'Committee On Small Business', 'Committee On Small Business']",Kweisi Mfume,5
1376,mica,Florida,2013,243,"['Committee On Oversight And Government Reform', 'Committee On Transportation And Infrastructure']",John L. Mica,2
1377,mica,Florida,2015,226,"['Committee On Oversight And Government Reform', 'Committee On Transportation And Infrastructure']",John L. Mica,2
1378,michaud,Maine,2013,174,"['Committee On Transportation And Infrastructure', ""Committee On Veterans' Affairs""]",Michael H. Michaud,2
1379,michigan,New Hampshire,2019,1,['Committee On Oversight And Reform'],The 2016 Presidential Election In Michigan,1
1380,middlebury,Vermont,2019,1,['Committee On Oversight And Reform'],Toksook Bay; A Town Like Bethel Or Middlebury,1
1381,milledgeville,Georgia,2019,1,['Committee On Oversight And Reform'],Ocmulgee Drug Task Force In Milledgeville,1
1382,miller,California,2013,256,"['Committee On Education And The Workforce', 'Committee On Financial Services', 'Committee On Transportation And Infrastructure']",Gary G. Miller,3
1383,miller,Florida,2013,141,"['Committee On Armed Services', 'Committee On Intelligence, Emerging Threats And Capabilities', ""Committee On Veterans' Affairs""]",Jeff Miller,3
1384,miller,Florida,2015,131,"['Committee On Armed Services', 'Committee On Oversight And Investigations', ""Committee On Veterans' Affairs""]",Jeff Miller,3
1385,miller,Florida,2017,1,"[""Committee On Veterans' Affairs""]",Jeff Miller,1
1386,miller,Illinois,2021,78,"['Committee On Agriculture', 'Committee On Early Childhood, Elementary, And Secondary Education', 'Committee On Education And Labor', 'Committee On Health, Employment, Labor, And Pensions']",Mary E. Miller,4
1387,miller,Michigan,2013,212,"['Committee On Border And Maritime Security', 'Committee On Homeland Security', 'Committee On House Administration', 'Committee On Transportation And Infrastructure', 'Committee On Transportation Security']",Candice S. Miller,5
1388,miller,Michigan,2015,169,"['Committee On Border And Maritime Security', 'Committee On Counterterrorism And Intelligence', 'Committee On Homeland Security', 'Committee On House Administration', 'Committee On Transportation And Infrastructure']",Candice S. Miller,5
1389,miller,West Virginia,2019,210,"['Committee On Oversight And Reform', 'Committee On The Climate Crisis', 'Committee On Transportation And Infrastructure']",Carol D. Miller,3
1390,miller,West Virginia,2021,15,"['Committee On The Climate Crisis', 'Committee On The Climate Crisis']",Carol Miller,2
1391,miller-meeks,Iowa,2021,135,"['Committee On Education And Labor', 'Committee On Emergency Preparedness, Response, And Recovery', 'Committee On Higher Education And Workforce Investment', 'Committee On Homeland Security', 'Committee On Transportation And Maritime Security', 'Committee On Workforce Protections']",Mariannette Miller-Meeks,6
1392,minnesota,Alabama,2019,1,['Committee On Oversight And Reform'],Like Minnesota,1
1393,mississippi,Texas,2021,1,['Committee On Oversight And Reform'],Statistic Only Magnifies In The States Like Mississippi,1
1394,mitchell,Michigan,2017,118,"['Committee On Armed Services', 'Committee On Education And The Workforce', 'Committee On Health, Employment, Labor, And Pensions', 'Committee On Higher Education And Workforce Development', 'Committee On Information Technology', 'Committee On Oversight And Government Reform', 'Committee On Seapower And Projection Forces', 'Committee On Strategic Forces', 'Committee On Transportation And Infrastructure']",Paul Mitchell,9
1395,mitchell,Michigan,2019,115,"['Committee On Armed Services', 'Committee On Military Personnel', 'Committee On Tactical Air And Land Forces', 'Committee On Transportation And Infrastructure']",Paul Mitchell,4
1396,monroeville,Pennsylvania,2019,1,['Committee On Oversight And Reform'],Monroeville,1
1397,moolenaar,Michigan,2015,158,"['Committee On Agriculture', 'Committee On Science, Space, And Technology', 'Committee On The Budget']",John R. Moolenaar,3
1398,mooney,West Virginia,2015,2,['Committee On The Budget'],Alex Mooney,1
1399,mooney,West Virginia,2017,120,"['Committee On Financial Services', 'Committee On Financial Services']",Alexander X. Mooney,2
1400,mooney,West Virginia,2019,105,['Committee On Financial Services'],Alexander X. Mooney,1
1401,mooney,West Virginia,2021,104,['Committee On Financial Services'],Alexander X. Mooney,1
1402,moore,Alabama,2021,39,['Committee On Agriculture'],Barry Moore,1
